Predicted Values
12814.62
32064.39
27925.32
20069.73
25587.6
6344.22
34490.76
22771.23
23176.04
32457.69
12338.79
14208.77
27998.34
7722.17
36255.77
26022.31
9679.24
15669.98
7109.83
43727.38
26243.56
20703.98
28567.31
31591.06
4124.8
15853.7
8162.97
13536.01
5431.62
21817.8
28701.14
8522.73
49267.63
43484.75
26326.45
28295.48
23676.04
13568.69
4922.92
9677.03
8878.01
41564.68
26262.16
25623.92
25120.35
34476.62
4956.85
4111.85
23184.32
21065.23
19273.14
51782.83
5533.08
18270.78
8551.98
15009.01
30686.9
34073.58
50127.55
18412.95
44350.45
22960.33
43434.13
11823.88
36766.26
3940.65
24820.44
28004.39
25393.5
28340.1
20684.33
23457.68
38850.23
41024.92
7752.3
8029.32
16740.48
22646.81
10757.58
30651.13
7523.86
4076.44
44791.74
34806.53
15863.8
5876.52
28371.32
12615.8
22323.59
8025.69
18710.86
21239.22
30993.98
6875.68
5740.86
28831.51
8007.13
30487.15
45381.54
16727.82
31045.85
18957.85
19090.36
14124.99
11120.94
19145.45
25026.85
10274.27
6638.68
27148.54
21229.32
23083.25
6410.41
18704.64
28116.42
32060.56
17684.33
31174.12
24762.36
36866.59
35014.99
13982.07
6352.12
27793.38
25791.96
4796.83
23692.86
12226.86
22712.15
18916.14
34281.42
22902.29
29029.75
18234.55
10734.48
12370.33
11518.5
18614.93
31306.52
30523.63
34526.24
7209.81
30425.8
5577.95
26608.45
14406.39
17464.93
23363.24
18805.79
17835.26
9189.05
36449.84
15554.6
19259.63
28124.62
20837.5
28187.46
17877.42
32260.6
14207.02
26528.55
31781.52
28601.94
14233.97
35172.85
24618.58
5925.16
5417.08
19845.48
20629.91
7225.05
37674.06
22765.07
26653.68
12118.84
10757.25
4012.19
6091.34
26319.6
27989.33
10377.15
6075.72
32256.07
29418.77
14243.21
23967.23
19535.34
29224.16
13478.99
17095.87
11846.21
47428.13
7516.74
15390.31
32158.74
30038.46
31105.26
16700.22
16792.49
16433.92
34438.49
32139.55
18048.34
11875.87
14333.32
3733.59
13158.16
30449.78
18541.16
38464.72
12366.68
15673.72
37088.53
32203.16
10984.2
10092.99
24822.53
31152.34
34296.58
5906.57
26371.66
18057.28
5152.33
22653.37
30657.51
20330.5
34047.71
22781.81
23842.87
4949.74
17210.74
38749.8
10685.1
18074.18
30811.41
32934.91
6529.7
8191.54
10845.83
7140.7
44137.48
4913.28
26448.48
7985.19
32936.61
27194.23
28947.61
3875.92
33296.77
6630.71
6061.83
22461.99
31797.17
35207.83
46322.92
16507.03
39843.04
31494.24
26103.86
17861.67
28715.31
6111.45
29404.26
21415.93
48561.93
43838.97
28192.07
18446.47
37753.55
30087.94
21424.7
16749.49
8148.62
22811.8
47092.46
39561.95
27401.55
38238.9
7120.91
25806.95
31301.64
28267.69
10994.11
7680.22
10665.15
21491.31
43904.26
38491.42
32164.96
19073.52
5392.74
4857.06
14161.22
14546.0
22537.04
51114.73
22559.33
4024.46
30848.03
7816.9
16711.6
16983.6
15613.81
13528.61
14788.77
14852.15
11966.32
23182.97
31327.1
12091.71
28181.34
33010.88
17655.89
14691.5
32049.64
19752.46
28176.07
24400.98
6535.38
16793.37
21296.78
41321.25
18981.65
26131.64
29548.15
38733.13
16951.36
30643.95
33406.86
39879.74
21484.64
21233.89
26827.8
10964.11
8234.97
20564.53
10190.49
19598.98
18425.59
23428.14
31242.74
8044.88
45495.76
4165.88
44977.66
18863.59
14388.34
26939.24
5441.27
29822.3
45657.77
29434.22
10702.26
50725.49
37078.59
13000.39
28727.76
35927.42
32244.52
36303.98
7012.39
45164.46
31880.06
18095.02
5175.02
26013.65
18442.33
25258.66
28436.87
15731.66
23692.09
25019.3
24190.81
18002.45
23995.7
23647.88
30344.13
29270.32
17595.46
11672.42
29278.82
22510.4
6608.07
29989.89
6750.74
30880.96
5641.51
30875.18
27409.25
5686.78
23012.85
18782.26
18211.53
21114.74
28534.47
4031.55
23369.11
24885.84
32010.63
10491.24
29082.53
24310.05
14460.83
13855.45
46303.67
25853.13
22180.93
6954.85
8074.37
28671.58
24458.31
24650.79
24058.56
28428.4
5753.78
32573.73
16393.55
21753.61
30686.3
30318.4
12058.69
17142.92
31916.8
18940.61
31434.79
16385.18
32344.66
12092.79
9037.34
21398.69
7163.18
13139.82
31389.2
22849.89
46520.51
30118.2
23431.36
30935.0
26549.03
33181.93
29412.67
33902.8
28207.69
10791.77
24467.5
23775.31
47778.34
39438.27
23486.61
6392.76
6013.01
17900.27
6065.92
24039.11
31285.83
6755.93
14841.01
36936.32
25203.5
32707.34
30774.14
51068.39
30591.04
20732.15
31960.57
14793.36
50808.83
4921.53
17287.25
20723.11
6562.4
6007.64
22785.53
6591.38
31666.84
31031.98
49158.3
35770.59
43486.87
10127.24
17351.6
3854.87
42897.82
21172.82
17763.03
27888.7
19206.25
28671.32
28869.08
12180.1
18482.75
23800.16
33589.71
27566.31
4911.87
13559.16
28139.61
26458.97
6632.81
37047.92
27356.24
10711.92
9276.08
32005.4
34005.37
32951.51
28507.82
3688.82
24606.93
17329.63
5559.13
18213.68
36021.54
35445.37
23825.3
8496.9
30546.26
45070.83
24163.59
14498.05
10754.25
18403.17
13318.95
31255.28
26639.53
16910.64
10967.02
41886.64
52402.63
28025.98
3385.28
29079.5
20801.64
16680.19
30994.0
29427.21
39347.56
16305.85
20424.97
6377.02
17739.73
8414.32
43588.08
4418.24
22686.1
18553.42
31801.89
5776.41
11903.6
21378.5
37785.57
26354.44
8198.46
42217.16
5290.42
7034.84
5951.66
31446.97
18834.88
31317.79
4985.96
28285.53
24549.55
4869.39
5290.52
5152.75
17882.26
13852.76
46295.83
26441.24
20746.07
20540.44
9580.94
26168.84
28217.27
34294.8
40970.71
28148.01
19680.6
26925.52
26044.63
31866.72
30392.24
7409.14
31274.75
21130.15
15006.2
23648.99
5294.11
23555.94
9722.79
27818.63
22705.8
22651.06
18049.02
31982.7
5569.7
18540.61
30778.13
40184.11
25881.9
9521.74
4835.48
41440.12
16856.65
28300.61
36137.5
6212.72
43830.2
19392.75
23373.54
34423.68
28019.64
25961.39
12405.6
9528.61
31744.31
7895.38
36060.34
6077.96
24648.95
21472.35
30416.28
31441.18
5633.91
20529.35
21417.67
21066.73
24629.38
6050.14
48073.12
19332.4
26733.65
10739.47
18967.72
20797.08
31624.27
5192.74
3769.53
30870.25
21487.06
33591.06
31356.51
12214.82
20936.0
19551.19
51253.22
8240.39
20645.57
18630.25
28132.55
20756.13
31815.06
15235.93
49201.97
15318.32
44675.73
6198.46
44004.71
10569.68
6963.9
23434.18
23897.2
38249.34
8122.96
27998.31
15085.75
20809.39
6034.7
16557.73
12027.31
36670.66
26520.46
32073.24
14959.56
27082.68
17237.12
21090.1
6092.37
20935.93
41354.62
4655.88
16717.07
9066.26
21874.35
15736.81
32235.26
18269.74
5434.98
18227.56
29257.07
19707.35
30894.98
14547.06
32451.29
16127.54
4994.54
41190.79
6869.44
41279.97
18805.1
25897.6
35697.21
33436.57
45491.83
11747.57
14339.4
17634.48
4470.64
21162.23
11496.69
16509.51
7092.1
28843.25
10996.81
18056.14
25592.12
29598.33
29598.95
23923.58
17937.17
15349.87
50710.14
49688.79
10918.99
32764.96
9683.47
29178.05
19978.12
31523.35
13566.33
30792.09
8077.72
17921.66
6810.8
19814.45
15252.76
31312.21
5762.53
25084.62
21377.47
26226.74
28208.16
34412.72
26102.13
33132.12
17438.12
31250.02
4790.35
6575.79
7312.22
5527.51
28277.04
16868.0
15652.44
29727.85
6082.0
32142.15
12307.5
31899.62
27075.34
17343.78
